,y
152163,1618.9907390345656
12929,1594.466033671578
55174,1682.3240972942085
51738,1613.8435534111843
157620,1587.754996339065
120023,1700.1759266969489
42680,1623.6695106987872
95732,1625.0227930551466
159986,1622.452931464635
31514,1642.7487828719327
144570,1607.7635854158334
80262,1643.4173419009194
141867,1650.084168913801
70518,1617.336625855232
102107,1628.8004912892402
176547,1752.6477723564594
192147,1686.3235316021407
78046,1646.9153371155846
124067,1608.2093250485564
67116,1641.1987390743816
22492,1585.9289986938306
183398,1607.07267661857
76439,1709.700585311745
67089,1664.68757250735
3422,1750.05648496755
150396,1675.1782683328552
139074,1611.3791549728955
82181,1608.4848051749043
175167,1623.7287949791182
100061,1624.3843357510582
142881,1681.2281784725474
60783,1621.4373747037605
95110,1694.760928475154
178521,1789.2963270678829
27203,1654.7371093992008
28449,1631.4367971272145
183150,1673.5194478764345
133344,1694.5081163245757
75016,1644.5571520778292
119945,1622.854987916946
26402,1760.2573930532062
158437,1704.1856634549174
162769,1701.1544480164705
198360,1616.6320019594173
195852,1705.342526439395
95045,1730.0951678725164
37879,1616.0597027387817
88845,1730.3782846633824
95425,1601.212121477848
107561,1679.8532015959345
32856,1618.2683648550756
101237,1662.3444427140798
28342,1641.5900127979846
44674,1606.535357764849
196009,1650.2805094306289
189241,1731.459652387669
134429,1690.406364594816
14589,1653.425996970989
53722,1683.400385026384
153255,1655.7588670782216
22098,1639.861088927422
55172,1648.2749433262975
1089,1654.8466939717423
35999,1632.0345420355238
120327,1611.7130148310123
13650,1631.9045629332722
182735,1721.7999568554042
179725,1640.6222792134056
158086,1657.2089460218467
31142,1628.2595715215298
75535,1654.65999926731
149995,1624.9962519426608
141956,1568.064728637807
186923,1621.04503265253
19233,1600.2513541296
15451,1689.257916822129
142674,1758.3761638914816
123729,1677.3095504687376
147082,1647.2061159418697
100525,1679.714542795624
82259,1706.767665495883
100798,1620.960802077852
42311,1632.053778752223
7927,1661.401577077923
53583,1654.3505124362848
167534,1833.8255151208125
18296,1632.996199911484
112242,1749.3314390121336
16334,1635.7279531346323
167961,1598.7511462201694
68957,1633.3171880781847
146274,1615.4927282101924
48136,1612.043742364115
31196,1636.2287707956434
108539,1631.2971459185903
13980,1644.033426411851
127714,1658.286077674101
120742,1633.037281706059
158380,1586.4584478040697
133327,1725.7335739840266
153820,1616.499861766772
124915,1653.75572893901
150537,1587.8069493680505
114122,1726.605489533243
6747,1612.6609376853326
192229,1657.2771310720807
157653,1630.0623948227358
77627,1642.2667264040715
153172,1628.5222163790272
77413,1666.488549418468
197327,1621.0992928322746
193092,1626.3720593382636
158281,1630.1902840168832
156620,1706.939957168926
175046,1591.1368912644796
109246,1661.7312747679837
64060,1605.630928373588
163932,1632.1174923609176
79169,1615.2082738941342
38880,1784.1049233872625
80375,1638.8241458483317
55799,1687.8161054138982
114514,1654.5536440948574
119469,1659.4894087968398
185534,1682.7005184821685
108053,1618.8158467184453
57533,1732.9371571569811
192432,1591.1762078867089
87140,1643.2835263087372
168136,1697.4307612162868
172112,1619.3825830196056
65803,1595.2189233190825
177306,1643.5191136575802
131563,1647.0377934111398
8862,1621.3133502090589
140466,1764.721083787288
81863,1616.444590177393
14535,1654.361347149661
108794,1645.8385327025348
100683,1625.5337774491718
57684,1619.0393161991828
100616,1618.5354315829518
49445,1795.6438937522628
33478,1613.0584131385915
124622,1747.9958032177683
13012,1603.1266553719186
170825,1592.2244556216513
108008,1686.2954916210404
148517,1659.6659041621692
13537,1634.699035197385
72909,1667.783836918269
19547,1650.149894331871
34074,1609.6659907393914
8832,1661.219382707688
9889,1694.1534112592424
9174,1598.2188218967967
29821,1739.9409772640147
15066,1667.0239424591648
10615,1662.5398694316932
44381,1810.946660575804
165767,1699.1988724791258
172480,1707.2631361316096
5044,1650.2805278113958
81845,1590.4882747996935
180447,1597.6959803829316
160774,1746.157232914598
70492,1769.496365175086
47261,1605.816565168937
182196,1657.2100722966195
116549,1918.500974073589
138186,1594.156699993411
63896,1618.8322083856865
149030,1625.188068086406
22004,1621.1673996984428
101024,1640.089470260699
50051,1633.98416427268
129934,1642.3698829928842
26058,1656.7283431753883
111645,1589.0680794039274
189956,1630.558828210744
42938,1585.7951086581377
27215,1615.1569103275365
9947,1610.2316811839687
26731,1623.173390745043
74289,1578.7464221961343
115682,1612.7892087896926
191229,1674.724271255422
20457,1603.0418437156811
91422,1712.3420577229958
32248,1633.649146828616
16524,1683.582655428884
76,1612.4361047541004
32872,1638.6647935747226
145667,1616.6602931118766
92189,1597.6084257157224
34760,1622.281250480654
199501,1590.3769934996228
71207,1647.1503739977531
171157,1814.2287216402608
4465,1693.2455127385851
168759,1671.8694260849024
127504,1616.542160332881
91908,1679.8548066961291
88663,1659.9752933090524
45991,1703.981146996023
60197,1604.7459102652624
12555,1656.205016645028
77458,1651.2568931874378
25267,1644.735554899517
144791,1682.870154924718
124940,1617.0410614609636
166343,1615.9374324766416
12817,1676.1380564847548
80489,1649.5207113270408
107940,1716.828146848709
106079,1691.7503604351514
59530,1656.1612804831666
36144,1772.5456827347657
38776,1727.4086336759606
95547,1742.610952710425
64631,1585.450017762269
11598,1809.19232545374
90283,1615.1180237641115
147367,1740.1549204005316
84561,1643.546155481774
121064,1641.7705873803536
81390,1601.335111757638
9608,1692.50011977801
189851,1602.1231971016598
52800,1618.3638785508758
1784,1611.6490336938457
33394,1680.4060696720014
90022,1686.9188666040652
152507,1590.5003076028904
118755,1575.656664018492
149099,1620.408086693268
161920,1726.4110191717837
135383,1601.600899333813
114465,1633.1650201751438
62336,1629.4482217605018
164333,1662.0164617273538
179770,1583.9109597147703
45857,1621.605126099712
99535,1654.8913848204854
172942,1615.1954944126464
157440,1826.867279011612
149923,1595.3683803134847
83755,1657.4995928303742
85674,1593.98736385059
111866,1606.6655059496911
24820,1605.8213308642437
33355,1672.2840103083447
80005,1611.5926368629612
39851,1634.9721551799926
89355,1605.1686112057291
126248,1639.9436805890616
155985,1660.3547696046337
125355,1648.2311413589534
61198,1603.0507864420742
158371,1648.7164705475827
116184,1626.056982601366
94783,1608.218815641243
124392,1572.2404072179395
112330,1653.9129777485912
82141,1653.4819908152567
46737,1659.5989913599462
197086,1621.6960444880776
167727,1702.1801107803776
155903,1619.8945413021102
125954,1624.4128367370358
106539,1635.75956173881
123966,1638.2292906988591
183491,1599.1335900165475
99468,1706.6261328129228
1987,1618.7005194434753
46269,1592.307313201421
195737,1653.32741525237
146284,1727.1926120640164
49672,1651.3494781658908
71495,1610.441064542331
13638,1613.9480264988774
45927,1752.1978996337125
37898,1625.1589288073546
189183,1621.0206864781144
153525,1660.9061569433543
31781,1641.974461039602
139436,1643.287302629331
54275,1608.670934108066
11896,1649.782924360003
130679,1663.400581987839
81742,1662.2584083303989
124649,1595.134003503928
182781,1630.4567971095437
16234,1637.5814768931325
81000,1612.263500723778
128452,1738.8932275973496
80356,1591.6559917890122
8370,1617.743569457553
39569,1703.7798450894677
126429,1631.681773197475
64537,1671.248974993635
106579,1648.21195891526
131898,1638.110878071982
11917,1645.249231879304
157633,1694.734483774315
100419,1577.326202997539
104795,1686.102564403694
11692,1640.298411540684
180408,1696.8555648365332
119243,1619.0073500862052
12611,1811.6907711034803
198143,1613.206619973648
145925,1650.8238288804685
173631,1608.0828744030498
169481,1620.6179067590974
4167,1626.401038814077
93794,1737.4958530665758
124817,1611.4227575551745
125891,1610.8270294112874
93370,1639.89061383307
22414,1732.919330809302
170591,1620.1602720506037
23049,1602.4335441783203
116909,1658.1806628708384
83168,1639.6016001481128
16230,1654.452624703115
83512,1640.8456142749762
129400,1613.1758926524772
185206,1737.5753061345297
57229,1603.1831266468855
166441,1641.0935677749044
59566,1631.0898766261682
183651,1647.7891150197304
170063,1588.363951549205
172351,1716.6290461999952
21199,1603.156061705164
59238,1732.1806915919597
35945,1664.0418215902805
57731,1607.0408761830286
93688,1617.4540849095902
111341,1658.9694790651463
56756,1709.0104744700277
82322,1589.9159012921966
34281,1661.758976416818
140123,1712.699683843222
82816,1590.845143078269
92735,1618.606102499879
4579,1685.5646483151124
71487,1639.2387397883626
109725,1624.9712027840278
139371,1772.5732394672527
8777,1621.8657760263409
7157,1609.1285965131697
35406,1603.7737545816296
165796,1637.0854747454227
11239,1639.4755593047537
178300,1641.5563118671328
34377,1631.9861639190185
148004,1735.8972593265353
37400,1627.0130952384773
177600,1673.3488719520242
98385,1638.031090437786
50366,1622.8878163454676
178093,1628.1829886435437
86324,1599.8492391346074
32052,1609.0950294880745
16919,1760.2648194129808
45144,1640.8829270504314
197145,1682.9311145846204
79910,1809.9530373086936
97376,1640.4247089943854
70234,1600.1567621558902
27159,1602.8006425418223
77837,1689.9886594043442
112031,1668.9396474903742
85910,1614.7819006248571
100062,1788.240774985925
175472,1635.0374412581536
166232,1661.2770474487174
192057,1623.8648953065635
1539,1672.004378827467
60311,1658.3706336086902
149097,1608.85234713085
13435,1628.878515540829
22690,1648.137735029785
115897,1621.6750256558018
17084,1632.458203044661
165841,1621.5186103482938
85875,1620.9088981627249
182977,1904.4085906413404
91699,1625.5012781931937
76733,1641.8936813152127
11088,1818.914906783806
20770,1602.6470425244925
105736,1647.9576848797385
114635,1632.853871290671
146022,1652.7417761046904
183692,1601.3180608574178
77262,1628.696330528763
34033,1599.4904410032166
174432,1797.9206499608365
133696,1692.8625511574735
147068,1683.9247974682394
121450,1612.889110108305
157736,1714.0725205508345
95571,1646.0844048835409
85201,1615.469797984749
20472,1611.1746678687398
59460,1702.7477719433298
49081,1657.7208023629316
192167,1640.7616900661124
180720,1639.9177244077418
58745,1622.1521095748526
62058,1679.4077655686826
167294,1647.8538106818532
164116,1578.6498202314403
47042,1765.9141917070317
167735,1654.18764716886
39027,1664.312724404299
149517,1616.8026425522778
167685,1705.5165210710936
127254,1660.354014636848
48177,1637.7987429782927
188942,1642.0571730250465
43580,1674.2300080375692
2673,1647.3333443301774
35824,1640.7813667654204
74055,1628.1084716366586
60141,1649.4234092905635
156573,1620.549605796259
134342,1672.7542562195806
43855,1607.327686973768
174018,1614.499883981367
11714,1628.5295402815411
24171,1666.2377041897369
66096,1698.425287437383
163526,1592.7453221923222
163098,1705.0597965567192
45257,1635.2662330119967
158618,1612.5585330675276
83404,1696.176432686135
198065,1598.327613300596
121863,1592.0832971127568
41238,1680.4598660633192
140370,1724.667065531507
173188,1619.1452738666517
20868,1650.9439355855206
136342,1656.013554397235
175748,1708.169833416587
122338,1643.615832428234
95939,1662.2263250383708
129103,1653.2235732534602
73476,1612.9479207784882
194305,1625.725586668821
194306,1588.7998132479684
77845,1589.92037186193
57525,1633.98785682093
74270,1657.6242465614175
92209,1653.4876990271084
68098,1627.009721264517
75539,1664.413529651369
199592,1614.1456213714002
178019,1596.3042558085683
24212,1679.7542052914416
111456,1708.573653294029
119684,1680.883892197397
92275,1682.92655597516
154523,1699.8564628401884
130009,1646.8224682628766
75975,1649.6845103866292
117066,1648.5909685487716
4972,1607.6397308863611
6102,1701.307336796251
151571,1606.5861477311946
171971,1614.5488041047852
39385,1696.183931585671
162705,1668.0117341800035
175390,1638.0348355668552
189058,1636.7898719400018
53325,1630.164306557392
55079,1600.4118606985985
171691,1774.1523732559858
137882,1633.0777445671386
192536,1618.378597612318
129353,1610.1541424394438
51964,1621.7447620849882
127101,1658.6380130663058
71585,1712.7758996089626
49028,1651.51245995747
158458,1608.8254611191535
103683,1643.3597342161663
119306,1646.5874812980892
7672,1639.2187472162616
118994,1585.397893574317
81807,1780.1622192368957
29298,1633.0377638974176
77615,1623.4790654364997
94329,1634.198658410624
48140,1660.2620918040736
49215,1784.5566768496294
122084,1758.031923095403
20851,1658.2760223391144
150664,1660.5213630415444
46743,1633.676029744955
169431,1618.509026245909
96759,1589.107726937188
89129,1614.9872335591197
40978,1626.2536379560015
154645,1627.7891858656749
90561,1730.173994638404
104482,1702.8553762868578
15062,1650.785098005159
116939,1674.387210609294
140642,1763.114025001419
157746,1710.7865580666814
113986,1638.2272142646996
61270,1691.7772716399636
79569,1739.434727654555
134710,1746.354234622351
136887,1607.2461948635264
72968,1648.2306373564024
191459,1676.325391819203
170362,1586.6656619691987
878,1721.5885899308146
171133,1680.8865782838848
34133,1650.0727729296843
169123,1611.1201341209178
61663,1643.9246756300674
69908,1606.1181519639413
72010,1598.840430341871
23136,1610.0190733278785
95736,1633.554831129212
24777,1659.9373172921082
194302,1619.9622831475922
15489,1758.6610970796594
1900,1617.3753121004436
46655,1693.7705861457123
160386,1657.5028870071228
121715,1624.1134916963297
162317,1679.1736617893257
180965,1613.8943091191372
109948,1625.1127499109548
50245,1623.932718162372
102075,1654.374504957345
129619,1687.4316331819348
117652,1658.198239756651
190951,1680.9486503350822
50990,1604.4239923631865
173623,1695.394070121387
25839,1650.051646426481
164709,1616.9630711113282
148936,1661.6344105249348
116596,1588.3370919026338
31799,1635.3616906688403
115097,1592.2374216456394
144066,1645.6025004143555
14077,1623.4623182487733
170769,1617.3632198676792
95161,1607.987772515347
170884,1629.6358541877755
80450,1632.4202246422076
60673,1840.495676399654
82959,1645.0884274436282
133703,1656.6578561138328
86417,1701.5175087072807
26240,1641.297043046112
10342,1617.6868652934286
34852,1661.3359128887328
65165,1622.737250774797
42057,1590.8148639296132
3113,1611.8729504071523
16123,1647.0516125390295
176483,1637.4059574503233
184438,1597.041763184749
117185,1634.331561358479
198812,1619.8514089751854
120401,1622.5599491150242
90683,1650.0501526814658
147638,1628.8901927343982
158680,1631.0775399721374
48758,1707.2689842520474
99479,1652.038893989983
117367,1626.844377752749
129815,1645.218692772348
137665,1598.341382062601
194185,1723.8587401735526
67725,1673.086672026187
16624,1598.640314249835
161484,1608.9934710864436
49759,1733.8429620796749
55175,1654.7846421702295
67775,1606.2069858714294
117558,1633.5151478765545
6914,1688.2552101656358
16507,1629.2812322277478
193454,1655.594053139923
125032,1639.9802413796465
82508,1615.9082463782445
14734,1623.9954462755145
85696,1640.73737361213
48516,1711.887580963811
190902,1791.7545977705618
189514,1599.061220451098
47799,1674.6684038719582
109381,1640.9617971450052
144882,1585.4544618571754
123169,1620.041615102195
67142,1653.0040278185893
80975,1587.8577378058033
88806,1670.136430348228
7857,1666.9345649170837
144420,1872.7979689414549
88568,1650.0199947311212
16140,1601.495005713061
12883,1634.977982896696
65065,1629.2023352185624
147195,1758.2282315059751
155602,1643.122822091402
2448,1612.5665767767837
175615,1626.8330661362163
23591,1655.520098875018
142397,1609.3696311201527
165333,1833.5859578244936
91258,1698.1900791086937
97326,1681.574523264057
72537,1606.998181681757
121893,1594.3720637293577
13503,1602.1789069255742
170133,1785.3227813934225
26230,1660.3135715061535
17391,1727.305203165216
194212,1616.4590557220852
117764,1706.9089634423765
192473,1649.4296817029203
93186,1622.1055301911974
160759,1590.9431275688553
26210,1658.7628913304245
55732,1620.3535409798062
52566,1623.4040841178178
135815,1726.058809355827
143066,1661.0125136501915
163754,1615.385168731565
158514,1684.70306988379
17678,1672.5744222321898
51015,1625.8758642279092
136909,1715.794591596161
199263,1682.1582451531183
49006,1693.2051974817714
186017,1636.778790855206
146701,1614.2057793321303
129065,1636.2600061199146
29540,1660.9668575965989
98864,1655.9884596661832
122451,1621.2477749825016
182674,1632.2693138177815
125882,1688.2427460502774
12034,1675.5902063048309
90917,1698.4980490423154
95193,1603.8319620230786
41703,1955.6722533644968
93277,1641.468937318924
125890,1616.1203286985156
55009,1600.9717316473238
150353,1736.328860345497
70132,1621.219961581278
67913,1601.984204457399
75910,1633.0104664626124
119574,1613.159052213698
175371,1617.2850384900098
110277,1677.6456256946346
78876,1682.0979586456642
76936,1642.2886237366145
167129,1656.937240952658
64355,1730.0846058255338
140122,1652.132359460653
157838,1630.3091691339976
180029,1606.870260622528
98681,1728.0075019030917
152994,1629.54767762005
194984,1682.0432581481286
100056,1602.454521825845
74277,1656.6805022852543
29704,1655.2549180397832
94405,1617.8309307812983
39426,1576.1470930049416
143830,1627.878301147106
127589,1613.9283628830456
86038,1644.323601108992
175697,1720.413086050508
119724,1627.85950345666
112036,1616.315023871559
18249,1585.923305426351
40445,1649.7292273889798
52763,1636.3335370121802
141406,1619.1492036299874
62112,1659.7902022574026
121294,1633.3263654306318
174658,1760.78227978673
57994,1638.7642512597672
75212,1681.3326692096732
82061,1637.7916417255412
132744,1601.8484533279272
125369,1596.0536966589457
75932,1634.8523714414591
13921,1627.3255077361912
132358,1612.4889819770465
187887,1624.0786537880567
81345,1643.2697667422192
43883,1655.2249262098912
197699,1656.5483730010496
111009,1626.0777960700725
110368,1654.64199378999
126304,1602.9349849773332
165846,1720.0699750727215
95609,1676.38027640731
122670,1623.9844645316984
66647,1708.10811496011
55486,1692.646731606567
162187,1629.76784672656
136667,1640.2410932867
80386,1615.0471066922446
115693,1630.405685522651
127118,1612.053901583433
80583,1607.5102312176298
149478,1619.491039576623
176071,1646.3575487677983
19501,1627.1399395774456
143308,1651.5679285907618
88767,1665.345152121126
63026,1646.9080619779472
87713,1651.8866731416597
136010,1632.042694136553
137311,1579.242953731747
92638,1634.0666218315866
84948,1695.568271183377
139562,1712.9271615871326
33608,1686.3171272836375
189314,1631.2378811604624
165469,1605.9893769532655
146846,1608.137507827832
43746,1614.9667574327243
194297,1631.0090617330466
144220,1734.410069042389
184199,1663.898215819018
77476,1739.7266672347762
121032,1644.313311663811
130567,1726.0137822430206
127307,1735.3967925313216
72456,1662.2404746484
67680,1626.3138555898672
196885,1743.3633563231356
111290,1617.6298515021213
13655,1612.0994734662672
152768,1615.851813329629
23012,1635.054479370424
141928,1710.2412838462271
118669,1609.2274947891
145042,1606.3694823577944
170227,1656.4349917738664
125473,1627.361182031624
66940,1605.095612346053
25955,1594.0132019564226
190896,1622.7515641179614
9326,1736.9036102368527
185535,1620.5446176090888
152993,1618.0599986679354
122193,1675.0498774553091
47690,1619.6523090426945
73179,1640.1756176178517
182591,1593.2521959414146
109504,1674.7091295298028
163130,1717.5588735484948
14622,1657.6036565439513
122609,1633.9091212021135
152972,1642.5242847979523
1845,1667.8562786784362
162093,1654.4132981130124
9122,1669.221576939997
156165,1613.1020399545566
7565,1746.6495888038935
24283,1642.6899879548653
25793,1630.9043744188557
170080,1619.0662042470326
96793,1648.0457428928662
40859,1650.9879839473956
63256,1650.08719837082
101891,1767.7912055984154
129300,1697.8081076310505
48994,1658.7988698661031
5460,1609.7319506546955
152720,1625.291479056575
149357,1651.1260161901444
39998,1658.028116248303
29069,1615.4482763073463
72131,1841.1445196634093
60557,1651.888377442228
97234,1634.3519122951743
196165,1629.7722521946655
151056,1708.5728612749567
184355,1696.7827508061216
157759,1664.940296364248
45782,1646.0908616676704
162880,1585.0272831998022
74018,1631.8580397231294
70608,1652.3450485656813
106084,1672.9371582568592
103626,1621.3305545895305
104912,1647.473885243941
8367,1616.550692380862
38058,1685.2440639223728
58537,1682.372690771183
195085,1622.4680111328578
39403,1611.187513116609
22645,1673.2148047310543
130750,1622.9797443188745
163643,1662.5933752948474
128335,1733.0969139780193
5132,1750.1124580580108
14251,1646.1380550869185
115247,1705.3244462539262
119605,1625.416901048317
56839,1605.4144079730863
179255,1663.3449340540462
170475,1661.1419212133592
71801,1608.7693678509834
182541,1629.1231297276618
199483,1651.3366018365232
23458,1631.114965842235
54417,1645.4064464514652
33863,1649.1833309393746
126579,1663.980851531775
81175,1660.846284520667
42638,1643.1346649497116
31572,1611.4578416261495
109162,1608.0525789058927
190744,1656.7269896380585
96283,1748.9074118561985
97073,1660.7349986699126
177819,1605.8916706945304
30468,1657.2323665257743
14099,1648.358116940355
158720,1614.6299300723904
192000,1586.3937489280347
111123,1790.3925546367
65978,1618.617889609308
152245,1636.557700193905
193291,1602.4689113672246
190052,1605.54441090488
152236,1615.3385679455505
31561,1658.2509034762577
68071,1642.1567981681308
112089,1633.982278012133
71683,1585.7793971792696
58039,1704.720173827591
68481,1601.6879590232124
153632,1652.4824110412196
93520,1695.5566448676511
179364,1606.6082824630837
90611,1623.2074925039897
89021,1660.7968070886411
65403,1639.3776476214468
165867,1635.4486786807288
114736,1619.7002241325215
56637,1655.2471617072758
122826,1744.768797249384
10109,1661.347956800954
52445,1618.9769545022027
92720,1684.51482427604
123850,1651.9290124299923
107396,1723.8455654336524
57370,1638.4875652439855
52026,1794.2445902282802
103698,1596.9386045609806
56263,1653.647093145575
113007,1632.4985582759036
192337,1769.71715193385
52993,1620.4235644512971
101904,1612.4357733972
3914,1622.0811242947698
68194,1597.894028268835
6557,1641.5062732900874
5940,1628.129343315228
21924,1627.4115377359558
35794,1638.2148207455307
136016,1607.6006725768505
33367,1793.8963200807225
34638,1633.0816705908596
60670,1657.518183593662
14621,1632.783251805297
39956,1642.7866142074056
78335,1645.4039354675267
7488,1645.034929479234
158726,1602.299058765535
115048,1619.285424217548
116166,1662.7730629823225
71055,1704.7105490059805
89567,1680.3947694092465
105871,1720.1596353569626
176301,1604.3037092504487
174813,1600.4215434514092
143822,1615.815059687259
126048,1625.5209047149774
160771,1667.291020513198
79626,1647.9245967148668
75611,1604.0240459219922
116853,1685.7011739937077
149706,1655.9719602271025
153618,1648.4346859120683
160848,1645.8716518167405
106943,1648.9215572204057
68889,1625.4895915450536
78845,1600.4927677876674
115482,1620.575845618066
117032,1627.369411127464
189698,1650.9325115125998
102625,1664.4214813551089
138528,1777.008242600341
41457,1743.8550017724983
95395,1721.556049532032
45320,1633.9984022479737
152884,1761.7215798240345
128352,1783.2949052868316
8476,1615.0877612581442
51851,1630.8605150613937
27881,1642.61216767347
107812,1652.2087900870908
189333,1771.4472139818563
67641,1678.2438586978856
155721,1663.0937969399267
157899,1649.1162102260744
67621,1761.4326475204564
149910,1646.676162874085
146811,1630.6775843483424
65286,1609.8702062624716
107799,1702.256199942465
80924,1619.724246502272
18055,1641.921426022526
145257,1616.8629312519624
138237,1649.957285879981
24003,1781.600516842362
53903,1695.3743848321108
20405,1703.0131646798473
53295,1628.2307872902757
96299,1758.2077028731685
93723,1622.706959078949
87707,1635.8811672802865
75180,1586.2780077223924
115590,1640.143513820595
171880,1669.3072305618878
18390,1611.032664868624
173628,1634.6715367765803
153313,1703.4501729468363
5782,1613.0618075899472
72940,1757.2629046654797
55101,1622.0830751977992
126442,1660.6430673782156
12806,1665.5670953608776
102568,1661.9241754423404
143867,1614.19270899441
103331,1677.2030511834355
59671,1651.2826667112088
93253,1693.4294308456765
10759,1711.3893120196146
66520,1605.653136392642
110803,1661.4152257945232
118384,1687.9929862517192
92817,1674.9144987487225
179630,1594.1059589922668
60623,1622.4202946560797
16386,1664.7054036147128
35606,1617.797642046261
79111,1689.5513148373586
34722,1633.6038370095914
185055,1810.7677153513323
89331,1732.969317521525
133961,1586.1014728750445
42840,1647.6725341692618
55878,1643.4867870914577
138973,1636.1945422144554
78300,1650.688017900027
98945,1610.4882511356616
132234,1787.0435828255704
26002,1722.3558893939337
105091,1651.7415740273575
183284,1672.584792696492
165162,1607.2138331990395
110541,1696.4385292055674
55722,1614.9271190991915
30766,1664.104817827876
149617,1628.7801318829793
14153,1629.534038487861
